X,Y,objectid,numero_estacion,nombre_estacion,coordenada_x_estacion,coordenada_y_estacion,ubicacion_estacion,troncal_estacion,numero_vagones_estacion,numero_accesos_estacion,biciestacion_estacion,capacidad_biciestacion_estacion,tipo_estacion,biciparqueadero_estacion,latitud_estacion,longitud_estacion,globalid,created_user,created_date,last_edited_user,last_edited_date,lo_replica,codigo_nodo_estacion,componente_wifi,componente_aplificacion
-74.0804690428983,4.68572563850324,30,04104,AV. 68,999671.4633,1009899.8381,Carrera 60,Calle 80,1,1,0,0,4,0,4.68572564,-74.08046904,{531DC5ED-43F1-4620-8CAE-749488DDC3CB},,,TECNICA,2022/04/22 15:51:06+00,,4104,,
-74.0525671469767,4.71455989577119,31,02201,Prado,1002767.0626,1013088.429,Calle 128 B,Autonorte,3,1,0,0,4,0,4.7145599,-74.05256715,{A2C66221-B5AF-42C6-9B2E-17F488E7CBD5},,,TECNICA,2022/06/02 16:23:49+00,,2201,Valor NO al campo,Valor SI al campo
-74.1457693836851,4.63130063745167,32,05100,Banderas,992425.812,1003881.798,Av. Americas -Carrera 78,Americas,0,2,1,101,2,1,4.63130064,-74.14576938,{2D4DB1A4-C285-4F88-BEC1-7C19E0C3152C},,,TECNICA,2022/08/24 16:38:07+00,,5100,Valor SI al campo,
-74.0914817444897,4.69665459943687,33,04101,Minuto de Dios,998449.6291,1011108.396,Carrera 73 A,Calle 80,1,1,0,0,4,0,4.6966546,-74.09148174,{1F9EB1C8-F865-42BC-AE81-E50B371D5297},,,TECNICA,2022/08/24 16:52:17+00,,4101,Valor SI al campo,
-74.0910562668743,4.7425428414417,34,03001,La Campiña,998496.9338,1016182.7993,Av Suba Kr 98A,Suba,2,1,0,0,4,0,4.74254284,-74.09105627,{BD191226-7875-447A-857A-A3F41A2048FC},,,TECNICA,2022/04/22 15:51:06+00,,3001,,
-74.0444038712243,4.76333017285406,35,02001,Calle 187,1003672.4828,1018481.5753,Calle 184,Autonorte,4,1,0,0,4,0,4.76333017,-74.04440387,{51A65445-31B8-4674-AA7D-5D7612739BB3},,,TECNICA,2022/06/02 16:23:18+00,,2001,Valor SI al campo,Valor SI al campo
-74.043569459161,4.76881826510841,36,02502,Terminal,1003765.0206,1019088.4638,Calle 190,Autonorte,4,1,0,0,4,0,4.76881827,-74.04356946,{4CDCBB19-870C-43AE-9B6C-FA1E853DCE03},,,TECNICA,2022/06/02 16:23:53+00,,2502,Valor NO al campo,Valor SI al campo
-74.0678688358029,4.63145167753934,37,09117,Calle 45,1001069.5372,1003898.1432,Calle 45 - Calle 42A,Caracas,3,2,0,0,4,0,4.63145168,-74.06786884,{59ED7894-6960-44AE-8250-A6292FA07D54},,,TECNICA,2022/08/24 16:47:58+00,,9117,Valor SI al campo,
-74.0895445088672,4.61691645120327,38,07110,Paloquemao,998664.4115,1002290.8202,Kr 30 Cl 19,NQS,2,1,0,0,4,0,4.61691645,-74.08954451,{A0EFB6D2-A91D-4348-8A4C-542C58C76CFA},,,TECNICA,2022/04/22 15:51:06+00,,7110,,
-74.1016447409151,4.65086907677994,39,06102,Salitre - El Greco,997321.8892,1006045.3877,Carrera 66,Calle 26,4,1,0,0,4,0,4.65086908,-74.10164474,{5BD65EE1-3930-43D6-9315-D84861A5C7AE},,,TECNICA,2022/04/22 15:51:06+00,,6102,,
-74.10736095035,4.57890853330027,40,09103,Olaya,996687.3113,998087.9086,Calle 24 Sur - Calle 27 Su,Caracas,2,1,0,0,4,0,4.57890853,-74.10736095,{77753932-9BD3-4970-A154-CCCCF2F33B72},,,TECNICA,2022/08/24 16:52:29+00,,9103,Valor SI al campo,
-74.1392401904401,4.56957145498919,41,08000,Portal del Tunal,993149.6917,997055.6271,Av. Boyaca,Tunal,0,0,0,0,1,0,4.56957146,-74.13924019,{09C7FB0F-5E72-492C-AB19-11859D2DC6B2},,,TECNICA,2022/08/24 16:52:49+00,,8000,Valor SI al campo,
-74.0603124425019,4.66813633265235,42,02304,Héroes,1001907.884,1007954.8061,Calle 80,Autonorte,6,1,0,0,4,0,4.66813633,-74.06031244,{5E28A965-07BC-4BA6-8C8A-279FBDD273E3},,,TECNICA,2022/06/02 16:23:32+00,,2304,Valor SI al campo,Valor NO al campo
-74.0684014294093,4.6025797484377,43,14005,Las Aguas,1001010.4823,1000705.442,carrera 4,Eje Ambiental,1,2,0,0,3,0,4.60257975,-74.06840143,{DBE68E93-5F46-4185-9B3B-D16F65D1FBCA},,,TECNICA,2022/08/24 16:52:12+00,,14005,Valor SI al campo,
-74.0728975941571,4.6011607216041,44,14004,Museo del Oro,1000511.5758,1000548.5192,carrera 2,Eje Ambiental,1,2,0,0,4,0,4.60116072,-74.07289759,{D2090540-BB19-4EFA-8483-4750F5BB25B0},,,TECNICA,2022/08/24 16:52:21+00,,14004,Valor SI al campo,
-74.0647488189029,4.67069262752086,45,04108,Polo,1001415.651,1008237.4749,Transversal 27,Calle 80,1,1,0,0,4,0,4.67069263,-74.06474882,{10F01720-F268-482E-9A83-D782B080F1F7},,,TECNICA,2022/04/22 15:51:07+00,,4108,,
-74.0612601610916,4.66303046363412,46,09123,Calle 76,1001802.7451,1007390.1883,Calle 76 - Calle 74,Caracas,3,2,0,0,4,0,4.66303046,-74.06126016,{D07976AE-259E-4260-979C-07350754B20B},,,TECNICA,2022/08/24 16:48:04+00,,9123,Valor SI al campo,
-74.0697535508591,4.62158594027495,47,09115,Calle 34,1000860.4241,1002807.1726,Avenida Calle 34 - Calle 3,Caracas,3,2,0,0,4,0,4.62158594,-74.06975355,{3C7CE852-CF8A-4858-AB45-53B1C5F8EC0B},,,TECNICA,2022/08/24 16:58:28+00,,9115,Valor SI al campo,
-74.1342712583796,4.5942584849617,48,07005,Alquería,993701.3005,999785.5084,AutoSur-Kr48,NQS,2,1,0,0,4,0,4.59425849,-74.13427126,{ED65A312-0385-425A-A278-8F29CB413364},,,TECNICA,2022/08/24 16:34:01+00,,7005,Valor SI al campo,
-74.0939263692018,4.58628563098092,49,09106,Nariño,998178.1194,998903.6301,Calle 8 Sur - Calle 11 Sur,Caracas,2,1,0,0,4,0,4.58628563,-74.09392637,{2D60D2E5-E939-4A59-AA39-A0726F3643FE},,,TECNICA,2022/08/24 16:52:25+00,,9106,Valor SI al campo,
-74.0671414357004,4.69329093725361,50,03010,Puentelargo,1001150.1478,1010736.4295,Av Suba Tv 48,Suba,2,1,0,0,4,0,4.69329094,-74.06714144,{60253C9B-D879-40D7-A372-C361B7E5E0A3},,,TECNICA,2022/08/24 16:56:13+00,,3010,Valor SI al campo,
-74.0576959102626,4.68394667443732,51,02300,Calle 100,1002198.146,1009703.1476,Calle 97,Autonorte,3,2,0,0,4,0,4.68394667,-74.05769591,{4D6ADB7F-F38A-4431-84B1-08E80D951726},,,TECNICA,2022/06/02 16:22:47+00,,2300,Valor SI al campo,Valor SI al campo
-74.1593447977059,4.63789938843966,52,05002,Biblioteca Tintal,990919.5881,1004611.658,av.Cali - Calle 26 sur,Americas,4,2,0,0,4,0,4.63789939,-74.1593448,{2C46485D-FEBD-4068-BA2D-DD4CA079FFD9},,,TECNICA,2022/08/24 16:38:20+00,,5002,Valor SI al campo,
-74.0868737198931,4.7388331242969,53,03002,Suba - TV. 91,998960.9438,1015772.5642,Av Suba Kr 90,Suba,2,1,0,0,4,0,4.73883312,-74.08687372,{8CB435CF-C6BD-4140-ADF4-3EC8ACF91BD9},,,TECNICA,2022/04/22 15:51:07+00,,3002,,
-74.1200936793746,4.57585398823364,54,09100,Calle 40 S,995274.3838,997750.2041,Calle 38 Sur - Calle 40 Su,Caracas,3,2,0,0,2,0,4.57585399,-74.12009368,{468DB749-E793-413C-ACA2-E8EE2FDA922C},,,TECNICA,2022/04/22 15:51:07+00,,9100,,
-74.156875173478,4.59625493385417,55,07002,Centro Comercial Paseo Villa del Río - Madelena,991193.098,1000006.5174,AutoSur-Kr67,NQS,2,1,0,0,4,0,4.59625493,-74.15687517,{15723E25-34AA-4D94-8165-83F3A9D808FD},,,TECNICA,2022/08/24 16:56:09+00,,7002,Valor SI al campo,
-74.0630213211557,4.65490595741051,56,09121,Flores,1001607.3567,1006491.7631,Calle 69  - Calle 67,Caracas,2,2,0,0,4,0,4.65490596,-74.06302132,{EDDCFF50-4312-48E2-BA30-43FEDBB7BC52},,,TECNICA,2022/08/24 16:52:01+00,,9121,Valor SI al campo,
-74.0658221013837,4.64298174336658,57,09119,Calle 57,1001296.6186,1005173.159,Calle 57 - Calle 54,Caracas,3,2,0,0,4,0,4.64298174,-74.0658221,{FDF19905-338A-4EE4-BEB9-4ED6A55B8D2E},,,TECNICA,2022/08/24 16:48:00+00,,9119,Valor SI al campo,
-74.1171169508407,4.67504412658905,58,06001,Modelia,995605.3141,1008718.7818,Carrera 84,Calle 26,4,1,0,0,4,0,4.67504413,-74.11711695,{50CD0C23-FD31-49CC-A337-6ACC8520C7DC},,,TECNICA,2022/08/24 16:52:18+00,,6001,Valor SI al campo,
-74.0721518900298,4.61664490260165,59,09114,Calle 26,1000594.3086,1002260.7829,Avenida Calle 28 - Calle 2,Caracas,3,2,0,0,4,0,4.6166449,-74.07215189,{D4D4C30C-9BAB-4FED-B9B1-FC9A46EF2064},,,TECNICA,2022/08/24 16:42:07+00,,9114,Valor SI al campo,
-74.1649711640451,4.59577568831044,60,07001,Perdomo,990294.728,999953.6265,AutoSur-Kr78C,NQS,2,1,0,0,4,0,4.59577569,-74.16497116,{6491ED57-F986-4554-8A5D-D5BADCC6B265},,,TECNICA,2022/08/24 16:52:36+00,,7001,Valor SI al campo,
-74.0745615627404,4.66634138453863,61,07103,AV. Chile,1000326.9067,1007756.2952,Kr 30 Cl 72,NQS,6,2,0,0,4,0,4.66634138,-74.07456156,{853BD8FF-7C51-4963-B991-0C08D9CED12E},,,TECNICA,2022/04/22 15:51:07+00,,7103,,
-74.0965137021243,4.64284515450764,62,06104,Gobernación,997891.1818,1005158.0724,Carrera 54,Calle 26,4,1,0,0,4,0,4.64284515,-74.0965137,{EE9FA1B5-9CD9-4EEC-9DD2-30D582E5BB0E},,,TECNICA,2022/04/22 15:51:07+00,,6104,,
-74.1014202162525,4.58183391577645,63,09104,Restrepo,997346.545,998411.3767,Calle 19 Sur - Av. 1 de M,Caracas,2,2,0,0,4,0,4.58183392,-74.10142022,{38FA05E7-D4C3-4F3A-A79D-2B508F1CFD66},,,TECNICA,2022/04/22 15:51:07+00,,9104,,
-74.1056254417057,4.65708058008513,64,06101,El Tiempo - Maloka,996880.2363,1006732.282,carrera 68d,Calle 26,4,1,0,0,4,0,4.65708058,-74.10562544,{54B3680A-EC12-4619-9B48-80F0ACC8BD0B},,,TECNICA,2022/08/24 16:48:23+00,,6101,Valor SI al campo,
-74.0902375162808,4.59084027663984,65,09107,Hortúa,998587.4635,999407.2808,Calle 1 Sur - Calle 3 Sur,Caracas,2,2,0,0,4,0,4.59084028,-74.09023752,{39FCD4EE-AC67-44C6-94CA-BA1DB285F203},,,TECNICA,2022/08/24 16:52:07+00,,9107,Valor SI al campo,
-74.0939528179184,4.61613268893899,66,12002,CDS - Carrera 32,998175.2605,1002204.1604,Av. Americas -Carrera 32,Americas,2,2,0,0,4,0,4.61613269,-74.09395282,{4A2DC4E1-7D7B-495E-830F-CB33E5FDBAC2},,,TECNICA,2022/04/22 15:51:07+00,,12002,,
-74.0791086066752,4.60304793053919,67,09110,AV. Jiménez - CL 13,999822.3829,1000757.208,Calle 13 - caracas,Americas,3,2,0,0,3,0,4.60304793,-74.07910861,{3830E3B3-80DD-47F8-AE22-0148EFD2757E},,,TECNICA,2022/08/24 16:37:52+00,,14003,Valor SI al campo,
-74.1646061787565,4.63317191000658,68,05001,Patio Bonito,990335.734,1004088.9552,av.Cali - Calle 40 sur,Americas,4,2,0,0,4,0,4.63317191,-74.16460618,{8B6F0877-802E-40DB-B610-CB22D8892DEC},,,TECNICA,2022/08/24 16:52:34+00,,5001,Valor SI al campo,
-74.0698391891041,4.69924028994618,69,03009,Suba - Calle 116,1000850.8283,1011394.3153,Av Suba Cll 114,Suba,2,1,0,0,4,0,4.69924029,-74.06983919,{2542B023-FF81-4B3A-AE68-854EE1852757},,,TECNICA,2022/08/24 16:56:34+00,,3009,Valor SI al campo,
-74.1132599179179,4.66902134453803,70,06002,Normandía,996033.2243,1008052.7496,carrera 73a,Calle 26,4,1,0,0,4,0,4.66902134,-74.11325992,{470AC903-A9E1-431D-BC5F-36E3103AF71F},,,TECNICA,2022/08/24 16:52:27+00,,6002,Valor SI al campo,
-74.0960155145355,4.69914792021659,71,04100,Granja - Carrera 77,997946.6228,1011384.1234,Carrera 77 Bis,Calle 80,3,2,0,0,2,0,4.69914792,-74.09601551,{9A184524-CAD9-4B95-8538-427517A14638},,,TECNICA,2022/04/22 15:51:07+00,,4100,,
-74.173058452396,4.62938130206542,72,05000,Portal de las Américas,989397.8277,1003669.9042,av.Cali - Calle 43 sur,Americas,0,0,1,785,1,1,4.6293813,-74.17305845,{16DA8F11-F94D-4DEC-9603-F63403DD6C1B},,,TECNICA,2022/08/24 16:52:41+00,,5000,Valor SI al campo,
-74.0896937112401,4.63431420146854,73,06106,Recinto Ferial,998647.8889,1004214.6898,Carrera 43,Calle 26,2,1,0,0,4,0,4.6343142,-74.08969371,{39CA017B-BB27-4A47-940F-DB5CEB9F286E},,,TECNICA,2022/04/22 15:51:07+00,,6106,,
-74.0931038428063,4.6375220932091,74,06105,Quinta Paredes,998269.5154,1004569.4308,Carrera 47,Calle 26,4,1,1,48,4,1,4.63752209,-74.09310384,{D5857F7E-A143-452C-8E19-58E6E0C3E1B3},,,TECNICA,2022/04/22 15:51:07+00,,6105,,
-74.1178792660969,4.59479179421763,75,07008,NQS - Calle 30 S,995520.2287,999844.359,AutoSur-Dg 26 Sur,NQS,2,1,0,0,4,0,4.59479179,-74.11787927,{357C38D5-BD7F-4471-B5AE-5D4C27FF31B3},,,TECNICA,2022/08/24 16:48:34+00,,7008,Valor SI al campo,
-74.0747265572573,4.7213621215039,76,03005,Suba - AV. Boyacá,1000308.5759,1013840.5824,Av Suba Av Boyaca,Suba,2,2,0,0,4,0,4.72136212,-74.07472656,{75D4C722-3C7B-47CF-86A2-ECF728DEFA54},,,TECNICA,2022/08/24 16:56:32+00,,3005,Valor SI al campo,
-74.0696601142206,4.67545572061668,77,04107,Escuela Militar,1000870.7257,1008764.1776,Carrera 40,Calle 80,2,1,0,0,4,0,4.67545572,-74.06966011,{9CD3B861-33D0-40FB-9DB6-6F51786E5116},,,TECNICA,2022/04/22 15:51:07+00,,4107,,
-74.098688592532,4.62032238784883,78,12007,Zona Industrial,997649.7889,1002667.4774,calle 13 carrera 38,Americas,2,2,0,0,4,0,4.62032239,-74.09868859,{D7948949-BD11-4DA5-84A4-258BFD9D0DD2},,,TECNICA,2022/04/22 15:51:07+00,,12007,,
-74.1246952499068,4.57096376034115,79,09004,Santa Lucía,994763.7255,997209.4679,Calle 46A Sur - Diagonal 4,Caracas,2,2,0,0,4,0,4.57096376,-74.12469525,{26D11612-4C7F-45C4-9BD7-0B4B54DB671E},,,TECNICA,2022/08/24 16:56:26+00,,9004,Valor SI al campo,
-74.1881159553195,4.59460133847051,80,07506,La Despensa,987726.4664,999824.1207,soacha,Soacha,2,1,0,0,4,0,4.59460134,-74.18811596,{76C5E77C-045B-4C19-95D9-41AC838CF2A3},,,TECNICA,2022/08/24 16:48:26+00,,7506,Valor SI al campo,
-74.0472693194002,4.74618812017487,81,02101,Toberín,1003354.6798,1016585.9596,Calle 165,Autonorte,5,1,0,0,4,0,4.74618812,-74.04726932,{4CBEDDF9-BFF8-4529-99FE-73BDCE143B8B},,,TECNICA,2022/06/02 16:23:58+00,,2101,Valor NO al campo,Valor SI al campo
-74.0670659762404,4.67654190668667,82,03014,San Martín,1001158.5475,1008884.2936,Av Suba Cl 81,Suba,2,1,0,0,4,0,4.67654191,-74.06706598,{11858BED-D331-4546-8E73-CE9E294FB5FB},,,TECNICA,2022/08/24 16:56:20+00,,3014,Valor SI al campo,
-74.0644479461701,4.67561896197162,83,07101,La Castellana,1001449.0234,1008782.2377,KR 30 Kr 24,NQS,4,1,0,0,4,0,4.67561896,-74.06444795,{7EE5C281-6B34-4B8C-AB6A-B477ABE7DA8A},,,TECNICA,2022/08/24 16:48:24+00,,7101,Valor SI al campo,
-74.0998569230108,4.60424590180298,84,07112,Comuneros,997520.095,1000889.72,KR 30 -Cl 6A,NQS,2,2,0,0,4,0,4.6042459,-74.09985692,{FA6B122F-152F-4256-9345-493D1D503BA8},,,TECNICA,2022/08/24 16:48:15+00,,7112,Valor SI al campo,
-74.0479860185776,4.7419128397675,85,02102,Calle 161,1003275.1891,1016113.1876,Calle 160,Autonorte,4,1,0,0,4,0,4.74191284,-74.04798602,{E22D76E1-AD02-4B5C-A9A0-A94B25CFA17E},,,TECNICA,2022/06/02 19:03:24+00,,2102,Valor NO al campo,Valor NO al campo
-74.0786991285729,4.64539603019043,86,07106,Campín,999867.8276,1005440.124,Kr 30 Cl 53,NQS,2,2,0,0,4,0,4.64539603,-74.07869913,{445F1CE8-B98A-4725-B031-3048083696D0},,,TECNICA,2022/04/22 15:51:07+00,,7106,,
-74.0990475915766,4.6468808881934,87,06103,CAN,997610.0435,1005604.3582,Carrera 60,Calle 26,4,1,0,0,4,0,4.64688089,-74.09904759,{E3338C7F-91F0-4BE6-9F90-523E8DA822C4},,,TECNICA,2022/04/22 15:51:07+00,,6103,,
-74.0942788928034,4.74681506387591,88,03000,Portal de Suba,998139.4242,1016655.2375,Av Suba Av C. Cali,Suba,0,0,1,324,1,1,4.74681506,-74.09427889,{BF42203F-70AF-4AE5-BFE5-08976E348468},,,TECNICA,2022/08/24 16:52:43+00,,3000,Valor SI al campo,
-74.0993984146057,4.58296368349343,89,09105,Fucha,997570.9003,998536.3008,Calle 13 Sur - Calle 16 Su,Caracas,2,1,0,0,4,0,4.58296368,-74.09939841,{2CA9EDF4-3BB3-4E74-BF2A-63EBBE45227F},,,TECNICA,2022/08/24 16:52:03+00,,9105,Valor SI al campo,
-74.0949273673886,4.60417877515058,90,07201,Guatoque - Veraguas,998067.0914,1000882.2818,Carrera 27,Calle 6,4,2,0,0,4,0,4.60417878,-74.09492737,{A489F4EF-088A-4462-A1BE-ACB59914D2F7},,,TECNICA,2022/04/22 15:51:07+00,,13003,,
-74.0887644901875,4.59978261405381,91,07200,Tygua - San José,998750.933,1000396.1343,Carrera 18,Calle 6,4,2,0,0,4,0,4.59978261,-74.08876449,{10D6F9F8-1003-4279-BBF1-EAA9282DA86F},,,TECNICA,2022/04/22 15:51:07+00,,13002,,
